date,ticker,action,size,price,value,commission,status
2016-01-05,EBR,BUY,25641.0,1.340000033378601,34358.94085586071,34.35894085586071,Completed
2016-01-05,HMY,BUY,31446.0,1.1100000143051147,34905.06044983864,34.90506044983864,Completed
2016-01-05,IAG,BUY,0.0,0.0,0.0,0.0,Margin
2016-02-02,EBR,BUY,3616.0,1.4199999570846558,5134.719844818115,5.1347198448181155,Completed
2016-02-02,GOL,BUY,0.0,0.0,0.0,0.0,Margin
2016-02-02,HMY,SELL,-31446.0,1.9299999475479128,34905.06044983864,60.69077835059167,Completed
2016-02-02,HMY,CLOSE,0.0,1.950000047683716,25785.71790075303,95.59583880043031,TRADE_CLOSE
2016-02-02,RIGL,BUY,0.0,0.0,0.0,0.0,Margin
2016-03-02,EBR,BUY,439.0,1.4500000476837158,636.5500209331512,0.6365500209331513,Completed
2016-03-02,HMY,BUY,13794.0,3.190000057220459,44002.86078929901,44.002860789299014,Completed
2016-03-02,MTL,BUY,0.0,0.0,0.0,0.0,Margin
2016-04-04,EBR,SELL,-29696.0,1.830000042915344,40130.21072161198,54.34368127441406,Completed
2016-04-04,EBR,CLOSE,0.0,1.7999999523162842,14213.470552802077,94.47389199602603,TRADE_CLOSE
2016-04-04,GSS,BUY,21495.0,2.25,48363.75,48.36375,Completed
2016-04-04,HMY,SELL,-13794.0,3.690000057220459,44002.86078929901,50.89986078929901,Completed
2016-04-04,HMY,CLOSE,0.0,3.5899999141693115,6897.0,94.90272157859803,TRADE_CLOSE
2016-04-04,MTL,BUY,27314.0,1.840000033378601,50257.76091170311,50.25776091170311,Completed
2016-04-04,RIGL,BUY,0.0,0.0,0.0,0.0,Margin
2016-05-03,EBR,BUY,0.0,0.0,0.0,0.0,Margin
2016-05-03,GSS,SELL,-21495.0,3.549999952316284,48363.75,76.30724897503853,Completed
2016-05-03,GSS,CLOSE,0.0,3.549999952316284,27943.49897503853,124.67099897503854,TRADE_CLOSE
2016-05-03,HMY,BUY,16791.0,3.569999933242798,59943.86887907982,59.94386887907982,Completed
2016-05-03,MTL,SELL,-27314.0,1.9600000381469729,50257.76091170311,53.53544104194642,Completed
2016-05-03,MTL,CLOSE,0.0,1.8600000143051147,3277.6801302433073,103.79320195364953,TRADE_CLOSE
2016-05-03,RIGL,BUY,0.0,0.0,0.0,0.0,Margin
2016-06-02,HMY,SELL,-16791.0,3.0999999046325684,59943.86887907982,52.05209839868546,Completed
2016-06-02,HMY,CLOSE,0.0,3.0999999046325684,-7891.770480394363,111.99596727776529,TRADE_CLOSE
2016-06-02,MTL,BUY,31479.0,1.809999942779541,56976.98819875717,56.97698819875717,Completed
2016-06-02,RIGL,BUY,22133.0,2.559999942779541,56660.47873353958,56.66047873353958,Completed
2016-06-02,WTI,BUY,0.0,0.0,0.0,0.0,Margin
