date,ticker,action,size,price,value,commission,status
2019-11-04,AAXN,CLOSE,0.0,51.869998931884766,-13045.011692047117,109.89189253616334,TRADE_CLOSE
2019-11-04,ADS,BUY,65.0,101.05999755859376,6568.899841308595,6.568899841308595,Completed
2019-11-04,AMZN,SELL,-1.0,1791.43994140625,1665.9728829520088,1.79143994140625,Completed
2019-11-04,CHE,BUY,0.0,0.0,0.0,0.0,Margin
2019-12-03,ADS,SELL,-15.0,106.1999969482422,1837.7681194313695,1.592999954223633,Completed
2019-12-03,CHE,BUY,0.0,0.0,0.0,0.0,Margin
2020-01-03,ADS,SELL,-7.0,112.4800033569336,857.6251224013058,0.7873600234985352,Completed
2020-01-03,AMZN,SELL,-1.0,1898.010009765625,1665.9728829520088,1.898010009765625,Completed
2020-01-03,ENLC,BUY,0.0,0.0,0.0,0.0,Margin
2020-02-04,ADS,BUY,43.0,100.58999633789062,4325.369842529297,4.325369842529297,Completed
2020-02-04,AMZN,SELL,-1.0,2004.199951171875,1665.9728829520088,2.004199951171875,Completed
2020-02-04,CHE,BUY,0.0,0.0,0.0,0.0,Margin
2020-03-03,AAPL,BUY,153.0,298.8099975585937,45717.92962646484,45.71792962646484,Completed
2020-03-03,ADS,SELL,-482.0,86.06999969482422,58110.716804554046,41.48573985290527,Completed
2020-03-03,ADS,CLOSE,0.0,79.68000030517578,-16940.010215759285,104.67220987701415,TRADE_CLOSE
2020-03-03,AMZN,SELL,-1.0,1953.949951171875,1665.9728829520088,1.953949951171875,Completed
2020-03-03,CHE,BUY,0.0,0.0,0.0,0.0,Margin
