date,ticker,status,action,created_size,created_price,exec_size,exec_price,exec_value,commission,size,price,value,pnl_gross,pnl_net,cash,portfolio_value
2010-11-02,MSFT,submitted,SELL,-59.0,26.950000762939453,0.0,0.0,0.0,0.0,,,,,,,
2010-11-02,NVDA,margin,BUY,3184.0,12.039999961853027,0.0,0.0,0.0,0.0,,,,,,,
2010-11-02,NVDA,submitted,BUY,3184.0,12.039999961853027,0.0,0.0,0.0,0.0,,,,,,,
2010-12-02,AAPL,accepted,SELL,-32.0,45.20000076293945,0.0,0.0,0.0,0.0,,,,,,,
2010-12-02,AAPL,completed,SELL,-32.0,45.20000076293945,-32.0,45.361427307128906,897.7495581282619,1.451565673828125,,,,,,,
2010-12-02,AAPL,submitted,SELL,-32.0,45.20000076293945,0.0,0.0,0.0,0.0,,,,,,,
2010-12-02,MSFT,accepted,BUY,52.0,26.040000915527344,0.0,0.0,0.0,0.0,,,,,,,
2010-12-02,MSFT,completed,BUY,52.0,26.040000915527344,52.0,26.239999771118164,1364.4799880981445,1.3644799880981446,,,,,,,
2010-12-02,MSFT,submitted,BUY,52.0,26.040000915527344,0.0,0.0,0.0,0.0,,,,,,,
2010-12-02,NVDA,margin,BUY,2704.0,14.210000038146973,0.0,0.0,0.0,0.0,,,,,,,
2010-12-02,NVDA,submitted,BUY,2704.0,14.210000038146973,0.0,0.0,0.0,0.0,,,,,,,
2011-01-04,AAPL,accepted,SELL,-3.0,47.08142852783203,0.0,0.0,0.0,0.0,,,,,,,
2011-01-04,AAPL,completed,SELL,-3.0,47.08142852783203,-3.0,47.49142837524414,84.16402107452456,0.14247428512573243,,,,,,,
2011-01-04,AAPL,submitted,SELL,-3.0,47.08142852783203,0.0,0.0,0.0,0.0,,,,,,,
2011-01-04,MSFT,accepted,SELL,-48.0,27.979999542236328,0.0,0.0,0.0,0.0,,,,,,,
2011-01-04,MSFT,completed,SELL,-48.0,27.979999542236328,-48.0,27.940000534057617,1321.8644813595658,1.3411200256347657,,,,,,,
2011-01-04,MSFT,submitted,SELL,-48.0,27.979999542236328,0.0,0.0,0.0,0.0,,,,,,,
2011-01-04,NVDA,margin,BUY,2523.0,15.81999969482422,0.0,0.0,0.0,0.0,,,,,,,
2011-01-04,NVDA,submitted,BUY,2523.0,15.81999969482422,0.0,0.0,0.0,0.0,,,,,,,
2011-02-02,AAPL,accepted,SELL,-25.0,49.290000915527344,0.0,0.0,0.0,0.0,,,,,,,
2011-02-02,AAPL,completed,SELL,-25.0,49.290000915527344,-25.0,49.2071418762207,701.3668422877047,1.2301785469055178,,,,,,,
2011-02-02,AAPL,submitted,SELL,-25.0,49.290000915527344,0.0,0.0,0.0,0.0,,,,,,,
2011-02-02,MSFT,accepted,BUY,21.0,27.989999771118164,0.0,0.0,0.0,0.0,,,,,,,
2011-02-02,MSFT,completed,BUY,21.0,27.989999771118164,21.0,27.93000030517578,586.5300064086914,0.5865300064086915,,,,,,,
2011-02-02,MSFT,submitted,BUY,21.0,27.989999771118164,0.0,0.0,0.0,0.0,,,,,,,
2011-02-02,NVDA,margin,BUY,1656.0,24.46999931335449,0.0,0.0,0.0,0.0,,,,,,,
2011-02-02,NVDA,submitted,BUY,1656.0,24.46999931335449,0.0,0.0,0.0,0.0,,,,,,,
2011-03-02,AAPL,accepted,SELL,-24.0,49.90142822265625,0.0,0.0,0.0,0.0,,,,,,,
2011-03-02,AAPL,completed,SELL,-24.0,49.90142822265625,-24.0,49.994285583496094,673.3121685961964,1.1998628540039062,,,,,,,
2011-03-02,AAPL,submitted,SELL,-24.0,49.90142822265625,0.0,0.0,0.0,0.0,,,,,,,
2011-03-02,MSFT,accepted,BUY,74.0,26.15999984741211,0.0,0.0,0.0,0.0,,,,,,,
2011-03-02,MSFT,completed,BUY,74.0,26.15999984741211,74.0,26.11000061035156,1932.1400451660154,1.9321400451660153,,,,,,,
2011-03-02,MSFT,submitted,BUY,74.0,26.15999984741211,0.0,0.0,0.0,0.0,,,,,,,
2011-03-02,NVDA,margin,BUY,1839.0,21.649999618530277,0.0,0.0,0.0,0.0,,,,,,,
2011-03-02,NVDA,submitted,BUY,1839.0,21.649999618530277,0.0,0.0,0.0,0.0,,,,,,,
2011-04-04,MSFT,accepted,BUY,20.0,25.479999542236328,0.0,0.0,0.0,0.0,,,,,,,
2011-04-04,MSFT,completed,BUY,20.0,25.479999542236328,20.0,25.450000762939453,509.00001525878906,0.509000015258789,,,,,,,
2011-04-04,MSFT,submitted,BUY,20.0,25.479999542236328,0.0,0.0,0.0,0.0,,,,,,,
2011-04-04,NVDA,margin,BUY,2159.0,18.200000762939453,0.0,0.0,0.0,0.0,,,,,,,
2011-04-04,NVDA,submitted,BUY,2159.0,18.200000762939453,0.0,0.0,0.0,0.0,,,,,,,
2011-05-03,AAPL,accepted,SELL,-1.0,49.46857070922852,0.0,0.0,0.0,0.0,,,,,,,
2011-05-03,AAPL,completed,SELL,-1.0,49.46857070922852,-1.0,49.71285629272461,28.054673691508185,0.04971285629272461,,,,,,,
2011-05-03,AAPL,submitted,SELL,-1.0,49.46857070922852,0.0,0.0,0.0,0.0,,,,,,,
2011-05-03,MSFT,accepted,SELL,-4.0,25.65999984741211,0.0,0.0,0.0,0.0,,,,,,,
2011-05-03,MSFT,completed,SELL,-4.0,25.65999984741211,-4.0,25.600000381469727,109.79403253934869,0.10240000152587891,,,,,,,
2011-05-03,MSFT,submitted,SELL,-4.0,25.65999984741211,0.0,0.0,0.0,0.0,,,,,,,
2011-05-03,NVDA,margin,BUY,2000.0,19.729999542236328,0.0,0.0,0.0,0.0,,,,,,,
2011-05-03,NVDA,submitted,BUY,2000.0,19.729999542236328,0.0,0.0,0.0,0.0,,,,,,,
2011-06-02,AAPL,accepted,SELL,-11.0,49.35857009887695,0.0,0.0,0.0,0.0,,,,,,,
2011-06-02,AAPL,completed,SELL,-11.0,49.35857009887695,-11.0,49.5,308.60141060659004,0.5445,,,,,,,
2011-06-02,AAPL,submitted,SELL,-11.0,49.35857009887695,0.0,0.0,0.0,0.0,,,,,,,
2011-06-02,MSFT,accepted,BUY,50.0,24.43000030517578,0.0,0.0,0.0,0.0,,,,,,,
2011-06-02,MSFT,completed,BUY,50.0,24.43000030517578,50.0,24.489999771118164,1224.4999885559082,1.2244999885559082,,,,,,,
2011-06-02,MSFT,submitted,BUY,50.0,24.43000030517578,0.0,0.0,0.0,0.0,,,,,,,
2011-06-02,NVDA,margin,BUY,2027.0,19.13999938964844,0.0,0.0,0.0,0.0,,,,,,,
2011-06-02,NVDA,submitted,BUY,2027.0,19.13999938964844,0.0,0.0,0.0,0.0,,,,,,,
2011-07-05,AAPL,accepted,BUY,19.0,49.03714370727539,0.0,0.0,0.0,0.0,,,,,,,
2011-07-05,AAPL,completed,BUY,19.0,49.03714370727539,19.0,49.0,931.0,0.9309999999999999,,,,,,,
2011-07-05,AAPL,submitted,BUY,19.0,49.03714370727539,0.0,0.0,0.0,0.0,,,,,,,
2011-07-05,MSFT,accepted,SELL,-67.0,26.020000457763672,0.0,0.0,0.0,0.0,,,,,,,
2011-07-05,MSFT,completed,SELL,-67.0,26.020000457763672,-67.0,26.100000381469727,1832.808859254205,1.7487000255584717,,,,,,,
2011-07-05,MSFT,submitted,SELL,-67.0,26.020000457763672,0.0,0.0,0.0,0.0,,,,,,,
2011-07-05,NVDA,margin,BUY,2449.0,16.149999618530273,0.0,0.0,0.0,0.0,,,,,,,
2011-07-05,NVDA,submitted,BUY,2449.0,16.149999618530273,0.0,0.0,0.0,0.0,,,,,,,
2011-08-02,AAPL,accepted,SELL,-60.0,56.67856979370117,0.0,0.0,0.0,0.0,,,,,,,
2011-08-02,AAPL,completed,SELL,-60.0,56.67856979370117,-60.0,56.80714416503906,1712.905324705976,3.4084286499023437,,,,,,,
2011-08-02,AAPL,submitted,SELL,-60.0,56.67856979370117,0.0,0.0,0.0,0.0,,,,,,,
2011-08-02,MSFT,accepted,BUY,28.0,27.270000457763672,0.0,0.0,0.0,0.0,,,,,,,
2011-08-02,MSFT,completed,BUY,28.0,27.270000457763672,28.0,26.979999542236328,755.4399871826172,0.7554399871826172,,,,,,,
2011-08-02,MSFT,submitted,BUY,28.0,27.270000457763672,0.0,0.0,0.0,0.0,,,,,,,
2011-08-02,NVDA,margin,BUY,2899.0,14.56999969482422,0.0,0.0,0.0,0.0,,,,,,,
2011-08-02,NVDA,submitted,BUY,2899.0,14.56999969482422,0.0,0.0,0.0,0.0,,,,,,,
2011-09-02,AAPL,accepted,BUY,9.0,54.43285751342773,0.0,0.0,0.0,0.0,,,,,,,
2011-09-02,AAPL,completed,BUY,9.0,54.43285751342773,9.0,53.53428649902344,481.80857849121094,0.481808578491211,,,,,,,
2011-09-02,AAPL,submitted,BUY,9.0,54.43285751342773,0.0,0.0,0.0,0.0,,,,,,,
2011-09-02,MSFT,accepted,BUY,20.0,26.209999084472656,0.0,0.0,0.0,0.0,,,,,,,
2011-09-02,MSFT,completed,BUY,20.0,26.209999084472656,20.0,25.780000686645508,515.6000137329102,0.5156000137329102,,,,,,,
2011-09-02,MSFT,submitted,BUY,20.0,26.209999084472656,0.0,0.0,0.0,0.0,,,,,,,
2011-09-02,NVDA,accepted,BUY,3098.0,13.279999732971191,0.0,0.0,0.0,0.0,,,,,,,
2011-09-02,NVDA,completed,BUY,3098.0,13.279999732971191,3098.0,12.979999542236328,40212.038581848145,40.21203858184814,,,,,,,
2011-09-02,NVDA,submitted,BUY,3098.0,13.279999732971191,0.0,0.0,0.0,0.0,,,,,,,
2011-10-04,AAPL,accepted,SELL,-29.0,53.514286041259766,0.0,0.0,0.0,0.0,,,,,,,
2011-10-04,AAPL,completed,SELL,-29.0,53.514286041259766,-29.0,53.5099983215332,836.5417377762426,1.551789951324463,,,,,,,
2011-10-04,AAPL,submitted,SELL,-29.0,53.514286041259766,0.0,0.0,0.0,0.0,,,,,,,
2011-10-04,MSFT,accepted,BUY,13.0,24.530000686645508,0.0,0.0,0.0,0.0,,,,,,,
2011-10-04,MSFT,completed,BUY,13.0,24.530000686645508,13.0,24.299999237060547,315.8999900817871,0.31589999008178715,,,,,,,
2011-10-04,MSFT,submitted,BUY,13.0,24.530000686645508,0.0,0.0,0.0,0.0,,,,,,,
2011-10-04,NVDA,margin,BUY,188.0,11.8100004196167,0.0,0.0,0.0,0.0,,,,,,,
2011-10-04,NVDA,submitted,BUY,188.0,11.8100004196167,0.0,0.0,0.0,0.0,,,,,,,
2011-11-02,AAPL,accepted,BUY,27.0,56.644287109375,0.0,0.0,0.0,0.0,,,,,,,
2011-11-02,AAPL,completed,BUY,27.0,56.644287109375,27.0,57.15571594238281,1543.204330444336,1.543204330444336,,,,,,,
2011-11-02,AAPL,submitted,BUY,27.0,56.644287109375,0.0,0.0,0.0,0.0,,,,,,,
2011-11-02,MSFT,margin,BUY,59.0,25.989999771118164,0.0,0.0,0.0,0.0,,,,,,,
2011-11-02,MSFT,submitted,BUY,59.0,25.989999771118164,0.0,0.0,0.0,0.0,,,,,,,
2011-11-02,NVDA,accepted,SELL,-63.0,14.0600004196167,0.0,0.0,0.0,0.0,,,,,,,
2011-11-02,NVDA,completed,SELL,-63.0,14.0600004196167,-63.0,14.199999809265137,817.7399711608887,0.8945999879837037,,,,,,,
2011-11-02,NVDA,submitted,SELL,-63.0,14.0600004196167,0.0,0.0,0.0,0.0,,,,,,,
2011-12-02,AAPL,margin,BUY,36.0,55.41857147216797,0.0,0.0,0.0,0.0,,,,,,,
2011-12-02,AAPL,submitted,BUY,36.0,55.41857147216797,0.0,0.0,0.0,0.0,,,,,,,
2011-12-02,MSFT,margin,BUY,149.0,25.280000686645508,0.0,0.0,0.0,0.0,,,,,,,
2011-12-02,MSFT,submitted,BUY,149.0,25.280000686645508,0.0,0.0,0.0,0.0,,,,,,,
2011-12-02,NVDA,accepted,SELL,-268.0,15.81999969482422,0.0,0.0,0.0,0.0,,,,,,,
2011-12-02,NVDA,completed,SELL,-268.0,15.81999969482422,-268.0,15.989999771118164,3478.639877319336,4.2853199386596685,,,,,,,
2011-12-02,NVDA,submitted,SELL,-268.0,15.81999969482422,0.0,0.0,0.0,0.0,,,,,,,
2012-01-04,AAPL,accepted,SELL,-8.0,58.74714279174805,0.0,0.0,0.0,0.0,,,,,,,
2012-01-04,AAPL,completed,SELL,-8.0,58.74714279174805,-8.0,58.57143020629883,238.8907733510786,0.4685714416503906,,,,,,,
2012-01-04,AAPL,submitted,SELL,-8.0,58.74714279174805,0.0,0.0,0.0,0.0,,,,,,,
2012-01-04,MSFT,accepted,BUY,52.0,26.770000457763672,0.0,0.0,0.0,0.0,,,,,,,
2012-01-04,MSFT,completed,BUY,52.0,26.770000457763672,52.0,26.81999969482422,1394.6399841308594,1.3946399841308594,,,,,,,
2012-01-04,MSFT,submitted,BUY,52.0,26.770000457763672,0.0,0.0,0.0,0.0,,,,,,,
2012-01-04,NVDA,accepted,BUY,349.0,14.039999961853027,0.0,0.0,0.0,0.0,,,,,,,
2012-01-04,NVDA,completed,BUY,349.0,14.039999961853027,349.0,14.050000190734863,4903.450066566467,4.903450066566467,,,,,,,
2012-01-04,NVDA,submitted,BUY,349.0,14.039999961853027,0.0,0.0,0.0,0.0,,,,,,,
2012-02-02,AAPL,accepted,SELL,-8.0,65.16999816894531,0.0,0.0,0.0,0.0,,,,,,,
2012-02-02,AAPL,completed,SELL,-8.0,65.16999816894531,-8.0,65.12857055664062,238.8907733510786,0.5210285644531251,,,,,,,
2012-02-02,AAPL,submitted,SELL,-8.0,65.16999816894531,0.0,0.0,0.0,0.0,,,,,,,
2012-02-02,MSFT,accepted,SELL,-29.0,29.88999938964844,0.0,0.0,0.0,0.0,,,,,,,
2012-02-02,MSFT,completed,SELL,-29.0,29.88999938964844,-29.0,29.899999618530277,791.360600892579,0.867099988937378,,,,,,,
2012-02-02,MSFT,submitted,SELL,-29.0,29.88999938964844,0.0,0.0,0.0,0.0,,,,,,,
2012-02-02,NVDA,margin,BUY,97.0,14.93000030517578,0.0,0.0,0.0,0.0,,,,,,,
2012-02-02,NVDA,submitted,BUY,97.0,14.93000030517578,0.0,0.0,0.0,0.0,,,,,,,
2012-03-02,AAPL,accepted,SELL,-59.0,77.78142547607422,0.0,0.0,0.0,0.0,,,,,,,
2012-03-02,AAPL,completed,SELL,-59.0,77.78142547607422,-59.0,77.74857330322266,1761.8194534642046,4.587165824890137,,,,,,,
2012-03-02,AAPL,submitted,SELL,-59.0,77.78142547607422,0.0,0.0,0.0,0.0,,,,,,,
2012-03-02,MSFT,accepted,BUY,26.0,32.290000915527344,0.0,0.0,0.0,0.0,,,,,,,
2012-03-02,MSFT,completed,BUY,26.0,32.290000915527344,26.0,32.310001373291016,840.0600357055664,0.8400600357055665,,,,,,,
2012-03-02,MSFT,submitted,BUY,26.0,32.290000915527344,0.0,0.0,0.0,0.0,,,,,,,
2012-03-02,NVDA,margin,BUY,338.0,15.25,0.0,0.0,0.0,0.0,,,,,,,
2012-03-02,NVDA,submitted,BUY,338.0,15.25,0.0,0.0,0.0,0.0,,,,,,,
2012-04-03,AAPL,accepted,SELL,-53.0,88.37571716308594,0.0,0.0,0.0,0.0,,,,,,,
2012-04-03,AAPL,completed,SELL,-53.0,88.37571716308594,-53.0,89.61428833007812,1582.6513734508958,4.74955728149414,,,,,,,
2012-04-03,AAPL,submitted,SELL,-53.0,88.37571716308594,0.0,0.0,0.0,0.0,,,,,,,
2012-04-03,MSFT,accepted,BUY,77.0,32.290000915527344,0.0,0.0,0.0,0.0,,,,,,,
2012-04-03,MSFT,completed,BUY,77.0,32.290000915527344,77.0,32.15999984741211,2476.3199882507324,2.4763199882507325,,,,,,,
2012-04-03,MSFT,submitted,BUY,77.0,32.290000915527344,0.0,0.0,0.0,0.0,,,,,,,
2012-04-03,NVDA,margin,BUY,482.0,15.329999923706056,0.0,0.0,0.0,0.0,,,,,,,
2012-04-03,NVDA,submitted,BUY,482.0,15.329999923706056,0.0,0.0,0.0,0.0,,,,,,,
2012-05-02,AAPL,accepted,SELL,-2.0,83.16143035888672,0.0,0.0,0.0,0.0,,,,,,,
2012-05-02,AAPL,completed,SELL,-2.0,83.16143035888672,-2.0,82.89142608642578,59.72269333776965,0.16578285217285157,,,,,,,
2012-05-02,AAPL,submitted,SELL,-2.0,83.16143035888672,0.0,0.0,0.0,0.0,,,,,,,
2012-05-02,MSFT,accepted,SELL,-91.0,32.0099983215332,0.0,0.0,0.0,0.0,,,,,,,
2012-05-02,MSFT,completed,SELL,-91.0,32.0099983215332,-91.0,31.850000381469727,2510.1772479727506,2.898350034713745,,,,,,,
2012-05-02,MSFT,submitted,SELL,-91.0,32.0099983215332,0.0,0.0,0.0,0.0,,,,,,,
2012-05-02,NVDA,margin,BUY,796.0,13.229999542236328,0.0,0.0,0.0,0.0,,,,,,,
2012-05-02,NVDA,submitted,BUY,796.0,13.229999542236328,0.0,0.0,0.0,0.0,,,,,,,
2012-06-04,AAPL,accepted,SELL,-25.0,80.14142608642578,0.0,0.0,0.0,0.0,,,,,,,
2012-06-04,AAPL,completed,SELL,-25.0,80.14142608642578,-25.0,80.21428680419922,746.5336667221206,2.0053571701049804,,,,,,,
2012-06-04,AAPL,submitted,SELL,-25.0,80.14142608642578,0.0,0.0,0.0,0.0,,,,,,,
2012-06-04,MSFT,accepted,BUY,66.0,28.450000762939453,0.0,0.0,0.0,0.0,,,,,,,
2012-06-04,MSFT,completed,BUY,66.0,28.450000762939453,66.0,28.6200008392334,1888.9200553894043,1.8889200553894043,,,,,,,
2012-06-04,MSFT,submitted,BUY,66.0,28.450000762939453,0.0,0.0,0.0,0.0,,,,,,,
2012-06-04,NVDA,accepted,BUY,882.0,11.979999542236328,0.0,0.0,0.0,0.0,,,,,,,
2012-06-04,NVDA,margin,BUY,882.0,11.979999542236328,0.0,0.0,0.0,0.0,,,,,,,
2012-06-04,NVDA,submitted,BUY,882.0,11.979999542236328,0.0,0.0,0.0,0.0,,,,,,,
2012-07-03,AAPL,accepted,BUY,10.0,84.64571380615234,0.0,0.0,0.0,0.0,,,,,,,
2012-07-03,AAPL,completed,BUY,10.0,84.64571380615234,10.0,84.98285675048828,849.8285675048828,0.8498285675048828,,,,,,,
2012-07-03,AAPL,submitted,BUY,10.0,84.64571380615234,0.0,0.0,0.0,0.0,,,,,,,
2012-07-03,MSFT,accepted,BUY,2.0,30.559999465942383,0.0,0.0,0.0,0.0,,,,,,,
2012-07-03,MSFT,completed,BUY,2.0,30.559999465942383,2.0,30.229999542236328,60.459999084472656,0.06045999908447266,,,,,,,
2012-07-03,MSFT,submitted,BUY,2.0,30.559999465942383,0.0,0.0,0.0,0.0,,,,,,,
2012-07-03,NVDA,accepted,BUY,713.0,13.449999809265137,0.0,0.0,0.0,0.0,,,,,,,
2012-07-03,NVDA,completed,BUY,713.0,13.449999809265137,713.0,13.449999809265137,9589.849864006042,9.589849864006043,,,,,,,
2012-07-03,NVDA,submitted,BUY,713.0,13.449999809265137,0.0,0.0,0.0,0.0,,,,,,,
